,id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude_x,longitude_x,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,instant_bookable,calculated_host_listings_count,historic site,museum,metro,music venue,perfomring arts venue,college and university,food,nightlife spot,outdoors and recreation,government building,clothing store,popular,days_being_host,days_since_first_review,days_since_last_review,name_word_count,name_neutral_sentiment,name_negative_sentiment,name_positive_sentiment,name_compound_sentiment,description_word_count,description_neutral_sentiment,description_negative_sentiment,description_positive_sentiment,description_compound_sentiment,neighborhood_overview_word_count,neighborhood_overview_neutral_sentiment,neighborhood_overview_negative_sentiment,neighborhood_overview_positive_sentiment,neighborhood_overview_compound_sentiment,host_about_word_count,host_about_neutral_sentiment,host_about_negative_sentiment,host_about_positive_sentiment,host_about_compound_sentiment,wifi,smoke alarm,essentials,heating,air conditioning,hangers,iron,kitchen,long term stays allowed,hair dryer,carbon monoxide alarm,hot water,shampoo,dedicated workspace,dishes and silverware,microwave,washer,dryer,fire extinguisher,refrigerator,coffee maker,cooking basics,private entrance,bed linens,stove,oven,free street parking,dishwasher,first aid kit,extra pillows and blankets,tv,patio or balcony
225,4476628,5325106,within a day,1.0,0.6,1,1,1,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92121,-77.00333,Entire home/apt,4,1.0,2.0,3.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Gym', 'TV', 'Bed linens', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",90.0,45,180,45.0,180.0,3,14,14,225,0,1,2,2,0,7,12,50,50,45,44,31,13,1,3051,2305,56,10,0.392,0.144,0.464,0.7096,187,0.884,0.03,0.087,0.9081,19,1.0,0.0,0.0,0.0,83,0.939,0.0,0.061,0.6124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
226,4482945,22756175,within an hour,1.0,0.33,0,1,1,"Brightwood Park, Crestwood, Petworth",38.94417,-77.03488,Private room,1,1.0,1.0,1.0,"['Hot water', 'Dedicated workspace', 'Kitchen', 'Carbon monoxide alarm', 'Host greets you', 'Hangers', 'Long term stays allowed', 'Essentials', 'Washer', 'Hair dryer', 'Heating', 'Air conditioning', 'Fire extinguisher', 'Dishes and silverware', 'Wifi', 'Free street parking', 'Iron', 'Smoke alarm', 'Dryer']",60.0,1,1125,1.0,1125.0,20,42,67,342,0,1,1,1,1,3,5,8,48,15,47,10,10,1,2456,2232,311,6,1.0,0.0,0.0,0.0,163,0.855,0.0,0.145,0.9686,41,0.863,0.064,0.074,0.1154,40,0.673,0.0,0.327,0.9274,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
227,4484805,15768877,within a day,1.0,0.27,1,1,1,"Capitol Hill, Lincoln Park",38.88623,-76.99593,Private room,1,1.0,1.0,1.0,"['Kitchen', 'Carbon monoxide alarm', 'Long term stays allowed', 'Essentials', 'Heating', 'Air conditioning', 'Wifi', 'Washer', 'Smoke alarm', 'Dryer']",85.0,1,1125,1.0,1125.0,2,8,16,235,0,2,8,6,2,0,9,13,50,49,46,49,23,1,2609,999,344,5,1.0,0.0,0.0,0.0,115,0.837,0.043,0.12,0.8537,40,0.721,0.151,0.128,-0.0,54,0.936,0.0,0.064,0.5106,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,4535738,23518749,within an hour,1.0,0.76,0,1,1,"Brookland, Brentwood, Langdon",38.92383,-76.9837,Entire home/apt,2,1.0,1.0,1.0,"['Elevator', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Fire extinguisher', 'Hot water', 'Stove', 'Hangers', 'Washer', 'Oven', 'Kitchen', 'Host greets you', 'Essentials', 'Dishes and silverware', 'Hair dryer', 'Free street parking', 'Wifi', 'Cooking basics', 'Free parking on premises', 'Dryer']",151.0,2,30,2.0,30.0,29,59,89,364,0,1,0,0,0,2,6,6,44,22,29,10,8,0,2436,1190,6,8,1.0,0.0,0.0,0.0,177,0.75,0.021,0.229,0.9903,19,0.746,0.095,0.159,0.3182,61,0.837,0.046,0.117,0.6916,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1
229,4545885,22731277,within an hour,1.0,0.9,1,1,1,"Union Station, Stanton Park, Kingman Park",38.90164,-77.00206,Entire home/apt,4,1.0,1.0,2.0,"['First aid kit', 'Lockbox', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Washer', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Ceiling fan', 'Hair dryer', 'Coffee maker', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Cooking basics', 'Backyard', 'Dryer']",153.0,1,35,1.0,1125.0,4,13,24,122,0,3,4,5,3,4,20,47,50,48,46,50,34,0,2457,2098,15,4,1.0,0.0,0.0,0.0,182,0.912,0.011,0.077,0.9081,71,0.863,0.056,0.082,0.4215,41,0.899,0.0,0.101,0.5859,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1
230,4552932,5688329,within an hour,1.0,0.93,1,1,1,"Union Station, Stanton Park, Kingman Park",38.89784,-77.00262,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Crib', 'Stove', 'Hangers', 'Oven', 'TV with standard cable', 'Children\\u2019s dinnerware', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Dryer']",165.0,2,1125,2.0,1125.0,6,23,41,268,0,1,4,5,3,4,20,47,50,48,46,50,34,1,3025,2172,15,6,0.641,0.0,0.359,0.4215,165,0.813,0.019,0.169,0.9819,44,0.722,0.048,0.23,0.8831,2,1.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
231,4565447,2534048,within an hour,1.0,1.0,1,1,1,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90593,-76.99748,Entire home/apt,8,2.0,3.0,4.0,"['Cooking basics', 'First aid kit', 'Toaster', 'Dedicated workspace', 'Lockbox', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Dining table', 'Cable TV', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Private entrance', 'Paid parking off premises', 'Heating', 'Fire extinguisher', 'Children\\u2019s books and toys for ages 2-5 years old', '5-10 years old', 'and 10+ years old', 'Air conditioning', 'Conditioner', 'Hot water', 'Board games', 'Stove', 'Hangers', 'BBQ grill', 'Body soap', 'Free street parking', 'Bed linens', 'Oven', 'Private fenced garden or backyard', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Outdoor furniture', 'Essentials', 'Ceiling fan', 'Hair dryer', 'Coffee maker', 'Dishwasher', 'Microwave', 'Dishes and silverware', 'Wifi', 'Barbecue utensils', 'Washer', 'Free parking on premises', 'Dryer']",239.0,3,59,3.0,1125.0,9,21,46,302,1,1,1,2,0,3,16,48,50,49,44,14,19,1,3325,2349,14,6,1.0,0.0,0.0,0.0,184,0.797,0.038,0.165,0.9815,121,0.709,0.092,0.199,0.9604,76,0.849,0.0,0.151,0.9081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
232,4579903,10292686,within an hour,1.0,0.99,1,1,1,"Capitol Hill, Lincoln Park",38.89034,-77.00329,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'Long term stays allowed', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Cable TV', 'Shampoo', 'Refrigerator', 'Smart lock', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Essentials', 'Coffee maker', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Dryer']",186.0,30,500,25.7,1125.0,0,26,56,331,0,23,8,6,2,0,9,13,50,49,46,49,23,0,2783,967,66,7,1.0,0.0,0.0,0.0,157,0.749,0.028,0.222,0.9886,17,0.395,0.0,0.605,0.9607,84,0.911,0.0,0.089,0.765,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
233,4580159,10292686,within an hour,1.0,0.99,1,1,1,"Capitol Hill, Lincoln Park",38.89053,-77.00139,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'Dedicated workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Cable TV', 'Shampoo', 'Refrigerator', 'Smart lock', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Dryer']",178.0,2,500,30.0,500.0,0,8,38,313,0,23,8,6,2,0,9,13,50,49,46,49,23,0,2783,2383,92,25,0.592,0.095,0.314,0.8555,158,0.798,0.037,0.165,0.9682,18,0.312,0.0,0.688,0.9758,84,0.911,0.0,0.089,0.765,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
234,4594791,9562713,unknown,0.96,0.75,0,1,1,"Takoma, Brightwood, Manor Park",38.96909,-77.02262,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Lockbox', 'Dedicated workspace', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Hangers', 'TV', 'Bed linens', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Dryer']",82.0,2,14,2.0,1125.0,0,0,0,0,0,1,6,1,1,4,10,8,50,13,39,5,2,1,2820,2107,97,5,1.0,0.0,0.0,0.0,158,0.895,0.01,0.096,0.9233,154,0.837,0.077,0.086,0.1062,99,0.803,0.0,0.197,0.9577,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
235,4604357,23859573,within a few hours,1.0,0.78,0,1,1,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92264,-77.0455,Entire home/apt,4,1.0,2.0,2.0,"['Cooking basics', 'Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Breakfast', 'Hot water', 'Stove', 'Hangers', 'Oven', 'TV with standard cable', 'Paid parking on premises', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Iron']",106.0,2,1125,2.0,1125.0,0,9,10,168,0,1,27,16,2,16,22,47,50,50,47,50,45,1,2428,2130,2,4,0.492,0.0,0.508,0.4767,160,0.899,0.029,0.072,0.8658,49,0.849,0.037,0.114,0.6124,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
236,4605036,23862725,within a few hours,1.0,0.8,0,1,1,"Brookland, Brentwood, Langdon",38.9266,-76.98704,Entire home/apt,1,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Toaster', 'Dedicated workspace', 'Free washer \\u2013 In building', 'Long term stays allowed', 'Extra pillows and blankets', 'HDTV with standard cable', 'Smoke alarm', 'Hot water kettle', 'Dining table', 'Cable TV', 'Shampoo', 'Refrigerator', 'Electric stove', 'Security cameras on property', 'Private entrance', 'Shower gel', 'Fire extinguisher', 'Freezer', 'Clothing storage: closet and walk-in closet', 'Air conditioning', 'Conditioner', 'Cleaning products', 'Hot water', 'Hangers', 'Body soap', 'Bed linens', 'Private fenced garden or backyard', 'Kitchen', 'Carbon monoxide alarm', 'Host greets you', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Central heating', 'Portable fans', 'Wifi', 'Wine glasses', 'Iron', 'Microwave', 'Dryer']",65.0,2,365,2.0,365.0,9,20,20,280,0,1,0,0,0,2,6,6,44,22,29,10,8,0,2428,1745,70,8,0.68,0.0,0.32,0.5106,183,0.871,0.016,0.114,0.959,148,0.84,0.023,0.137,0.9595,65,0.69,0.075,0.235,0.9349,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
237,4606513,3453489,within an hour,1.0,0.75,0,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93107,-77.04317,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'Dedicated workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Dryer']",80.0,2,1125,2.0,1125.0,12,12,12,12,0,1,7,2,3,22,23,50,50,50,46,39,29,0,3234,1986,20,6,1.0,0.0,0.0,0.0,117,0.859,0.059,0.083,0.4404,73,0.778,0.047,0.175,0.9081,51,0.726,0.0,0.274,0.9485,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
238,4616068,17207062,within an hour,0.93,1.0,1,1,0,"Union Station, Stanton Park, Kingman Park",38.89282,-77.00072,Entire home/apt,5,1.0,1.0,7.0,"['Cooking basics', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Electric stove', 'Iron', 'Children\\u2019s books and toys', 'Private entrance', 'Shower gel', 'Heating', 'Fire extinguisher', 'Freezer', 'Air conditioning', 'Conditioner', 'Hot water', 'Hangers', 'Baking sheet', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Microwave', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",159.0,1,1125,1.0,1125.0,7,34,50,296,1,2,4,5,3,4,20,47,50,48,46,50,34,0,2574,2141,11,6,1.0,0.0,0.0,0.0,179,0.899,0.052,0.05,0.391,102,0.909,0.027,0.064,0.5742,95,0.858,0.0,0.142,0.9411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
239,4622571,20236500,within an hour,1.0,1.0,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",38.91502,-77.04245,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Iron', 'Private entrance', 'Paid parking off premises', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Baking sheet', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Ethernet connection', 'Wifi', 'Washer', 'Backyard', 'Dryer']",68.0,91,1125,77.2,1125.0,1,9,9,244,1,2,36,28,2,15,46,44,50,50,45,48,47,0,2519,2109,91,6,0.568,0.0,0.432,0.5859,165,0.878,0.028,0.095,0.9095,10,0.602,0.0,0.398,0.6486,90,0.962,0.0,0.038,0.3182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
240,4645378,24049370,within an hour,1.0,1.0,1,1,1,"Capitol Hill, Lincoln Park",38.88173,-76.99569,Entire home/apt,4,1.0,2.0,2.0,"['Cooking basics', 'Dedicated workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Host greets you', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Dryer']",200.0,3,90,3.0,1125.0,13,38,68,116,1,1,8,6,2,0,9,13,50,49,46,49,23,1,2423,1164,13,8,0.69,0.0,0.31,0.4019,138,0.784,0.069,0.148,0.9081,104,0.687,0.16,0.154,0.5256,51,0.915,0.0,0.085,0.6369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
241,4701977,3354849,within an hour,1.0,0.87,1,1,1,"Hawthorne, Barnaby Woods, Chevy Chase",38.96018,-77.07624,Entire home/apt,6,1.0,1.0,3.0,"['Cooking basics', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Smart lock', 'Iron', 'Children\\u2019s books and toys', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'BBQ grill', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",149.0,1,1125,1.3,1125.0,4,4,4,5,0,1,2,0,0,1,1,2,24,4,21,2,6,0,3244,2257,38,8,0.68,0.0,0.32,0.5106,181,0.852,0.04,0.108,0.9245,34,0.846,0.057,0.096,0.3167,10,0.491,0.0,0.509,0.8519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
242,4741982,24447822,unknown,0.96,0.53,0,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93282,-77.03417,Entire home/apt,3,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Smart lock', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Hangers', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Cooking basics']",99.0,2,1125,2.0,1125.0,0,0,0,155,0,1,7,2,3,22,23,50,50,50,46,39,29,1,2412,2151,50,3,0.444,0.0,0.556,0.3612,162,0.848,0.05,0.103,0.8979,0,0.0,0.0,0.0,0.0,25,0.873,0.0,0.127,0.4404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
243,4758676,24554688,within an hour,1.0,0.8,1,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93505,-77.04363,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Indoor fireplace', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Bed linens', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",106.0,5,1125,5.0,1125.0,0,11,41,316,0,1,7,2,3,22,23,50,50,50,46,39,29,0,2409,2306,284,4,1.0,0.0,0.0,0.0,127,0.821,0.017,0.162,0.9601,26,0.868,0.0,0.132,0.5859,30,0.909,0.0,0.091,0.3612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
244,4767589,14008393,within an hour,1.0,0.86,1,1,1,"Brookland, Brentwood, Langdon",38.9263,-76.9802,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'Babysitter recommendations', 'First aid kit', 'Dedicated workspace', 'Keurig coffee machine', 'Keypad', 'Long term stays allowed', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Cable TV', 'Outlet covers', 'Shampoo', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Children\\u2019s books and toys', 'Private entrance', 'Shower gel', 'Heating', 'Fire extinguisher', 'Freezer', 'Laundromat nearby', 'Air conditioning', 'Conditioner', 'Mini fridge', 'Hot water', 'Hangers', 'BBQ grill', 'Gym', 'Body soap', 'Baking sheet', 'Bed linens', 'Oven', 'TV with standard cable', 'Children\\u2019s dinnerware', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Portable fans', 'Microwave', 'Wifi', 'Iron', 'Backyard', 'Free parking on premises']",74.0,3,1125,3.0,1125.0,6,9,24,92,0,1,0,0,0,2,6,6,44,22,29,10,8,0,2652,633,5,8,0.805,0.0,0.195,0.1779,183,0.866,0.025,0.109,0.9297,136,0.887,0.0,0.113,0.9451,11,0.704,0.0,0.296,0.6369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0
245,4777213,24336073,within an hour,1.0,1.0,0,1,1,"Capitol Hill, Lincoln Park",38.88763,-76.98965,Entire home/apt,4,1.0,1.0,1.0,"['Cooking basics', 'Babysitter recommendations', 'First aid kit', 'Dedicated workspace', 'Lockbox', 'Long term stays allowed', 'Patio or balcony', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Outlet covers', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Crib', 'Stove', 'Hangers', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",122.0,1,1125,1.0,1125.0,15,40,64,338,1,5,8,6,2,0,9,13,50,49,46,49,23,1,2415,2323,14,10,0.784,0.0,0.216,0.296,179,0.775,0.009,0.216,0.9903,109,0.785,0.057,0.158,0.9325,52,0.721,0.069,0.211,0.7553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
246,4789751,24688905,within an hour,1.0,1.0,0,1,1,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92256,-77.05624,Entire home/apt,1,1.0,1.0,1.0,"['Cooking basics', 'Single level home', 'Toaster', 'Dedicated workspace', 'Free carport on premises', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Hot water kettle', 'Dining table', 'Shampoo', 'Refrigerator', 'Cleaning before checkout', 'Iron', 'Private entrance', 'Shower gel', 'DOVE body soap', 'Heating', 'Fire extinguisher', 'Freezer', 'Laundromat nearby', 'Air conditioning', 'Mini fridge', 'Cleaning products', 'Hot water', 'Stove', 'Outdoor dining area', 'Hangers', 'Room-darkening shades', 'BBQ grill', 'Free street parking', 'Bed linens', '29\\ TV', 'Kitchen', 'Outdoor furniture', 'Essentials', 'Ceiling fan', 'Hair dryer', 'Coffee maker', 'Dishes and silverware', 'Portable fans', 'Wine glasses', 'Wifi', 'Microwave', 'Washer', 'Waterfront', 'HEAD & SHOULDERS conditioner', 'Backyard', 'Clothing storage: closet', 'Dryer']",119.0,5,90,5.0,1125.0,4,4,12,277,1,2,7,0,2,3,4,10,50,19,46,23,7,0,2405,1393,5,5,1.0,0.0,0.0,0.0,162,0.939,0.0,0.061,0.872,55,0.889,0.038,0.073,0.4588,66,0.776,0.0,0.224,0.9348,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
247,4801046,3615132,within an hour,1.0,1.0,1,1,1,"Capitol Hill, Lincoln Park",38.88559,-76.99939,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'Single level home', 'Toaster', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Luggage dropoff allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Clothing storage: closet and dresser', 'Heating', 'Freezer', 'Air conditioning', 'Conditioner', 'Hot water', 'Cleaning products', 'Stove', 'Hangers', 'Room-darkening shades', 'Body soap', 'Free street parking', 'Bed linens', 'Oven', 'Pour-over coffee', '44\\ HDTV with Amazon Prime Video', 'Netflix', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Ceiling fan', 'Hair dryer', 'Coffee maker', 'Dishwasher', 'Microwave', 'Dishes and silverware', 'Wifi', 'Wine glasses', 'Washer', 'Dryer']",106.0,2,60,2.0,1125.0,2,5,8,216,0,1,8,6,2,0,9,13,50,49,46,49,23,1,3217,2046,21,6,0.568,0.0,0.432,0.5859,172,0.826,0.028,0.146,0.9707,142,0.833,0.131,0.036,-0.8442,38,0.819,0.08,0.101,0.2263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
